exercise_name,base_name,main_muscle_clean,muscle_category,equipment_clean,difficulty_level,is_compound,is_priority,is_variation,target_muscles_list,synergist_muscles_list,secondary_muscles_list,stabilizer_muscles_list,execution,preparation
Incline Fly,incline fly,chest,push,cable,beginner,False,False,False,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'biceps brachii', 'short head', 'coracobrachialis']",['anterior deltoid'],"['biceps brachii', 'brachialis', 'triceps brachii', 'wrist flexors']","Lower stirrups outward to sides of shoulders. Keep elbows fixed in slightly bent position. When a stretch is felt in chest or shoulders, bring stirrups back together in hugging motion above upper chest until stirrups are nearly together Repeat.",Sit on seat with stirrups in each hand (attached to low cable pulleys). Lie back on incline back support. Position stirrups out to each side of chest with bent arm under each wrist. Press stirrups over each shoulder until arms vertical. Bend elbows slightly and internally rotate shoulders so elbows point out to sides.
Incline Bench Press,incline bench press,chest,push,dumbbell,intermediate,True,True,False,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']","['triceps brachii', 'anterior deltoid']",[],Press dumbbells up with elbows to sides until arms are extended. Lower weight to sides of upper chest until slight stretch is felt in chest or shoulder. Repeat.,Sit down on incline bench with dumbbells resting on lower thigh. Kick weights to shoulders and lean back. Position dumbbells to sides of chest with upper arm under each dumbbell.
Incline Fly,incline fly,chest,push,dumbbell,beginner,False,False,False,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'biceps brachii', 'short head', 'coracobrachialis']",['anterior deltoid'],"['biceps brachii', 'brachialis', 'triceps brachii', 'wrist flexors']","Lower dumbbells outward to sides of shoulders. Keep elbows fixed in slightly bent position. When a stretch is felt in chest or shoulders, bring dumbbells back together in hugging motion above upper chest until dumbbells are nearly together. Repeat.",Grasp two dumbbells. Lie supine on bench. Support dumbbells above upper chest with arms fixed in slightly bent position. Bend elbows slightly and internally rotate shoulders so elbows point out to sides.
Incline Chest Press,incline chest press,chest,push,machine,intermediate,True,False,False,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']","['triceps brachii', 'anterior deltoid']",[],Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Sit on seat with upper chest just above grips on lever. Grasp grips with wide overhand grip and position elbows out to sides.
Incline Chest Press:  on Military Press Machine,incline chest press,chest,push,machine,intermediate,True,False,True,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']","['triceps brachii', 'anterior deltoid']",[],Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,Sit on seat with upper chest just above grips on lever. Grasp grips with wide overhand grip and position elbows out to sides.
Incline Bench Press,incline bench press,chest,push,machine,intermediate,True,True,False,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']","['triceps brachii', 'anterior deltoid']",[],Press bar until arms are extended. Lower weight to upper chest. Repeat.,Lie supine on incline bench with upper chest under lever bar. Grasp lever bar with wide oblique overhand grip.
Incline Chest Press​​​​​​​,incline chest press​​​​​​​,chest,push,machine,intermediate,True,False,False,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']","['triceps brachii', 'anterior deltoid']",[],Press lever until arms are extended. Return weight until shoulders or chest feels slightly stretched. Repeat.,"Sit on seat with upper chest just above grips on lever. If available, push foot lever until handles are within grasping range. Grasp handles with wide oblique overhand grip and position elbows out to sides. Release foot lever."
Incline Fly,incline fly,chest,push,machine,beginner,True,False,False,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'biceps brachii', 'coracobrachialis']",['anterior deltoid'],[],Raise lever upward and together in hugging motion. Lower weight until slight stretch is felt in chest or shoulder. Repeat.,Lie supine on bench. Position inside of forearms under roller pads with arms out to each side. Slightly bend elbows and internally rotate shoulders so elbows are back.
Incline Bench Press,incline bench press,chest,push,smith machine,intermediate,True,True,False,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']","['triceps brachii', 'anterior deltoid']",[],Lower weight to upper chest. Press bar until arms are extended. Repeat.,Lie supine on incline bench with upper chest under bar. Grasp bar with wide oblique overhand grip. Disengage bar by rotating bar back.
Decline Push-up,decline push-up,chest,push,bodyweight,intermediate,True,False,False,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']","['triceps brachii', 'anterior deltoid']",[],"Keeping body straight, lower upper body to floor by bending arms. To allow for full descent, pull head back slightly without arching back. Push body up until arms are extended. Repeat.",Kneel on floor with bench or elevation behind body. Position hands on floor slightly wider than shoulder width. Place feet on bench or elevation. Raise body in plank position with body straight and arms extended.
Decline Push-up:  on stability ball,decline push-up,chest,push,bodyweight,advanced,True,False,True,['pectoralis major clavicular'],"['pectoralis major', 'sternal', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']","['triceps brachii', 'anterior deltoid']",[],"Keeping hips straight, lower upper body to floor by bending arms. To allow for full descent, pull head back slightly without arching back. Push body up until arms are extended. Repeat.","Kneel with chest or waist on exercise ball. Dive over top and place hands on floor with arms extended down supporting upper body. While keeping body horizontal, walk hands further away from ball until thighs are positioned on top of ball and hands are slightly wider than shoulder width. Bend knees so feet are up above knees."
Chest Dip ,chest dip,chest,push,assisted machine,intermediate,True,False,False,['pectoralis major sternal'],"['deltoid', 'anterior', 'triceps brachii', 'pectoralis major', 'clavicular', 'pectoralis minor', 'rhomboids', 'levator scapulae', 'latissimus dorsi', 'teres major', 'coracobrachialis']","['triceps brachii', 'anterior deltoid', 'pectoralis minor']","['trapezius', 'lower']","Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.","Mountwide dip barwith oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Step down onto assistance lever with hips and knees bent."
Standing Fly ,standing fly,chest,push,cable,beginner,False,False,False,['pectoralis major sternal'],"['pectoralis major', 'clavicular', 'pectoralis minor', 'rhomboids', 'levator scapulae', 'latissimus dorsi', 'coracobrachialis']",['anterior deltoid'],"['biceps brachii', 'brachialis', 'triceps brachii', 'wrist flexors', 'rectus abdominis', 'obliques']",Bring cable attachments together in hugging motion with elbows in fixed position. Keep shoulders internally rotated so elbows are pointed upward at top and out to sides at bottom. Return to starting position until chest muscles are stretched. Repeat.,Grasp two opposing high pulley dumbbell attachments. Stand with pulleys to each side. Bend over slightly by flexing hips and knees. Bend elbows slightly and internally rotate shoulders so elbows are back initially.
Chest Dip ,chest dip,chest,push,machine,intermediate,True,False,False,['pectoralis major sternal'],"['deltoid', 'anterior', 'triceps brachii', 'pectoralis major', 'clavicular', 'pectoralis minor', 'rhomboids', 'levator scapulae', 'latissimus dorsi', 'teres major', 'coracobrachialis']","['triceps brachii', 'anterior deltoid']","['trapezius', 'lower']",Push lever down by straightening arms. Return lever up with elbows flaring out until chest is slightly stretched. Repeat.,"If possible, place handles inwide position. Sit on seat and grasp handles with oblique grip. Lean forward slightly and allow elbows to flare out."
Chest Dip ,chest dip,chest,push,weighted,intermediate,True,False,False,['pectoralis major sternal'],"['deltoid', 'anterior', 'triceps brachii', 'pectoralis major', 'clavicular', 'pectoralis minor', 'rhomboids', 'levator scapulae', 'latissimus dorsi', 'teres major', 'coracobrachialis']","['triceps brachii', 'anterior deltoid']","['trapezius', 'lower']","Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.","Place weight on dip belt around waist or place dumbbell between lower legs just above feet. Mountwide dip barwith oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Keep hips and knees bent."
Incline Shoulder Raise,incline shoulder raise,chest,push,barbell,beginner,False,False,False,['serratus anterior'],"['pectoralis major', 'clavicular']","['anterior deltoid', 'lateral deltoid']","['deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']",Raise shoulders toward bar as high as possible. Lower shoulders to bench and repeat.,Lie supine on incline bench. Dismount barbell from rack with shoulder width overhand grip. Position barbell over upper chest with elbows extended.
Incline Shoulder Raise,incline shoulder raise,chest,push,cable,beginner,False,False,False,['serratus anterior'],"['pectoralis major', 'clavicular']","['anterior deltoid', 'lateral deltoid']","['deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']",Raise shoulders toward stirrups as high as possible. Lower shoulders down and back and repeat.,Sit on seat and grasp stirrups to each side. Push stirrups out at 30º to 45º until arms are straight and parallel to one another.
Incline Shoulder Raise,incline shoulder raise,chest,push,dumbbell,beginner,False,False,False,['serratus anterior'],"['pectoralis major', 'clavicular']","['anterior deltoid', 'lateral deltoid']","['deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']",Raise shoulders toward dumbbells as high as possible. Lower shoulders to bench and repeat.,Sit down on incline bench with dumbbells resting on lower thigh. Kick weights to shoulders and lean back. Position dumbbells above shoulders with elbows extended.
Incline Shoulder Raise,incline shoulder raise,chest,push,machine,beginner,False,False,False,['serratus anterior'],"['pectoralis major', 'clavicular']","['anterior deltoid', 'lateral deltoid']","['deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']",Raise shoulders toward lever grips as far as possible. Lower shoulders to bench and repeat.,Sit on lever chest press machine with shoulders aligned with lever grips. Grasp lever grips with shoulder width overhand grip. Push weight up so arms are straight.
Incline Shoulder Raise,incline shoulder raise,chest,push,machine,beginner,False,False,False,['serratus anterior'],"['pectoralis major', 'clavicular']","['anterior deltoid', 'lateral deltoid']","['deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']",Raise shoulders toward lever grips as far as possible. Lower shoulders to bench and repeat.,Sit on lever chest press machine with shoulders aligned with lever grips. Grasp lever grips with shoulder width overhand grip. Push weight up so arms are straight.
Incline Shoulder Raise,incline shoulder raise,chest,push,smith machine,beginner,False,False,False,['serratus anterior'],"['pectoralis major', 'clavicular']","['anterior deltoid', 'lateral deltoid']","['deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']",Raise shoulders toward bar as high as possible. Lower shoulders to bench and repeat.,Lie supine on incline bench with shoulders under bar. Grasp bar with shoulder width overhand grip. Extend elbows. Disengage bar by rotating bar back.
Push-up Plus,push-up plus,chest,push,bodyweight,intermediate,False,False,False,['serratus anterior'],"['pectoralis major', 'clavicular']","['triceps brachii', 'anterior deltoid', 'serratus anterior']","['deltoid', 'anterior', 'triceps brachii', 'coracobrachialis']",Raise shoulders toward bar as high as possible. Lower shoulders to bench and repeat.,Lie supine on incline bench with shoulders under bar. Grasp bar with shoulder width overhand grip. Extend elbows. Disengage bar by rotating bar back.
Bent Knee Good-morning,bent knee good-morning,legs,legs,barbell,intermediate,False,False,False,['gluteus maximus'],"['adductor magnus', 'hamstrings']","['erector spinae', 'hamstrings']","['erector spinae', 'quadriceps']","Keeping back straight, bend hips to lower torso forward until parallel to floor. Bend knees slightly during descent. Raise torso until hips are extended. Repeat.",Position barbell on back of shoulders and grasp bar to sides.
Deadlifts,deadlifts,legs,legs,barbell,advanced,True,False,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'hamstrings (top half)', 'soleus']","['erector spinae', 'trapezius', 'quadriceps']","['erector spinae', 'trapezius', 'middle', 'trapezius', 'upper', 'levator scapulae', 'rhomboids']","Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weights to floor by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Repeat.",With feet flat beneath bar squat down and grasp bar with shoulder width or slightly wider overhand or mixed grip.
"Deadlifts:  Stiff-leg Deadlift

Straight-back

",deadlifts,legs,legs,barbell,advanced,True,False,True,['gluteus maximus'],"['erector spinae', 'adductor magnus', 'hamstrings']","['erector spinae', 'hamstrings']","['quadriceps', 'trapezius', 'middle', 'rhomboids', 'latissimus dorsi', 'trapezius', 'upper', 'levator scapulae', 'trapezius', 'lower']","With knees bent, lift bar by extending at hips until standing upright. Pull shoulders back at top of lift if rounded. Extend knees at top if desired. Lower bar to top of feet by bending hips. Bend knees slightly during descent and keep waist straight, flexing only slightly at bottom. Repeat.","Stand with shoulder width or narrower stance on 5"" to 8"" (13-20 cm) platform with feet flat beneath bar. Bend over and grasp barbell with shoulder width or slightly wider overhand or mixed grip."
Hip Thrust,hip thrust,legs,legs,barbell,intermediate,True,False,False,['gluteus maximus'],"['erector spinae', 'adductor magnus', 'hamstrings']","['gluteus maximus', 'hamstrings']","['quadriceps', 'trapezius', 'middle', 'rhomboids', 'latissimus dorsi', 'trapezius', 'upper', 'levator scapulae', 'trapezius', 'lower']","With knees bent, lift bar by extending at hips until standing upright. Pull shoulders back at top of lift if rounded. Extend knees at top if desired. Lower bar to top of feet by bending hips. Bend knees slightly during descent and keep waist straight, flexing only slightly at bottom. Repeat.","Stand with shoulder width or narrower stance on 5"" to 8"" (13-20 cm) platform with feet flat beneath bar. Bend over and grasp barbell with shoulder width or slightly wider overhand or mixed grip."
Lunge,lunge,legs,legs,barbell,intermediate,True,False,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'tibialis anterior', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']","Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Cleanbar from floor or dismount bar from rack. From rack with barbell upper chest height, position bar on back of shoulders and grasp barbell to sides."
Lunge:  Rear Lunge,lunge,legs,legs,barbell,intermediate,True,False,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,"From rack with barbell upper chest height, position bar on back of shoulders and grasp barbell to sides. Dismount bar from rack."
Single Leg Split Squat,single leg split squat,legs,legs,barbell,advanced,True,True,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'gluteus medius', 'gluteus minimus']",Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Stand facing away from bench. Position bar on back of shoulders and grasp barbell to sides. Extend leg back and place top of foot on bench.
Single Leg Split Squat:  Single Leg Squat,single leg split squat,legs,legs,barbell,advanced,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus', 'erector spinae (see notes)']","['quadriceps', 'gluteus maximus', 'hamstrings']","['gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques', 'rectus abdominis', 'iliopsoas', 'tensor fasciae latae', 'pectineus', 'sartorius', 'quadriceps', 'deltoid', 'anterior', 'pectoralis major', 'clavicular', 'deltoid', 'lateral', 'trapezius', 'upper', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations', 'levator scapulae', 'wrist extensors']",Squat down as far as possible while keeping leg elevated off of floor. Keep   supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,Stand with arms extended out in front holding barbell. Balance on one leg with opposite leg extended forward off of ground.
Single Leg Split Squat:  Split Squat,single leg split squat,legs,legs,barbell,intermediate,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'gluteus medius', 'gluteus minimus']",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Position barbell on back of shoulders and grasp barbell to sides. Stand with feet far apart; one foot forward and other foot behind.
Squat,squat,legs,legs,barbell,advanced,True,True,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']",['erector spinae'],Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,"From rack with barbell at upper chest height, position bar low on back of shoulders. Grasp barbell to sides. Dismount bar from rack and stand with wide stance."
Squat:  Front Squat,squat,legs,legs,barbell,advanced,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']","['erector spinae', 'deltoid', 'anterior', 'deltoid', 'lateral', 'supraspinatus', 'pectoralis major', 'clavicular', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'trapezius', 'lower', 'serratus anterior']","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel. Extend knees and hips until legs are straight. Return and repeat.","From rack with barbell upper chest height, position bar in front of shoulders. Cross arms and place hands on top of barbell with upper arms parallel to floor. Dismount bar from rack."
Squat:  Full Squat,squat,legs,legs,barbell,advanced,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']",['erector spinae'],"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until knees and hips are fully bent. Extend knees and hips until legs are straight. Return and repeat.","From rack with barbell upper chest height, position barbell on back of shoulders and grasp bar to sides. Dismount bar from rack."
Squat:  Safety Squat,squat,legs,legs,barbell,advanced,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']",['erector spinae'],"Squat down by bending hips back while allowing knees to bend slightly forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Stand by extending hips and knees until legs are straight. Repeat.",Standing facing safety barbell on rack upper chest height. Position head in yoke with padded bar around shoulders. Hands can be placed on ends of yoke (as shown) or on safety bar out to sides. Dismount bar from rack and step back.
Step-up,step-up,legs,legs,barbell,intermediate,True,False,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus', 'gastrocnemius (second leg)']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg alternating first steps between legs.,Stand facing side of bench. Position bar on back of shoulders and grasp barbell to sides.
Glute Kickback,glute kickback,legs,legs,cable,beginner,True,False,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus', 'gastrocnemius (second leg)']","['gluteus maximus', 'hamstrings']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg alternating first steps between legs.,Stand facing side of bench. Position bar on back of shoulders and grasp barbell to sides.
Rear Lunge,rear lunge,legs,legs,cable,intermediate,True,False,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'lower', 'levator scapulae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.
Split Squat,split squat,legs,legs,cable,intermediate,True,True,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']",[],Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original straddle position by extending hip and knee of forward leg. Repeat. Continue with legs in opposite position.,"Facing low pulley, kneel to attach cable belt or dip belt around waist. Place hand(s) on ballet bar or machine (not on guide rod!) for balance. Stand away from pulley with one leg forward and opposite leg to rear."
Split Squat:  Two Arms,split squat,legs,legs,cable,intermediate,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'erector spinae', 'obliques']",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original straddle position by extending hip and knee of forward leg. Repeat. Continue with legs in opposite position.,Stand between two very low cable pulleys. Grasp stirrup attachments with each hand. Place one leg far forward and opposite leg far back to rear.
Squat,squat,legs,legs,cable,advanced,True,True,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae']","Keeping chest high and back straight, raise stirrups by extending knees and hips until legs are straight. Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Squat down until thighs are just past parallel to floor. Return and repeat.",Stand with feet shoulder width or slightly wider on platform between very low and close pulley cables. Squat down with knees slightly beyond foot and shoulder above feet. Grasp stirrups to each side with arms straight.
Standing Hip Extension,standing hip extension,legs,legs,cable,beginner,False,False,False,['gluteus maximus'],['hamstrings'],"['gluteus maximus', 'hamstrings']","['erector spinae', 'obliques', 'quadratus lumborum', 'gluteus medius', 'gluteus minimus']",Pull cable attachment back by extending hip. Return leg to original position. Repeat. Continue with opposite leg.,"Attach ankle cuff to low pulley. With cuff on one ankle, grasp ballet bar with both hands and step back with other foot. Elbows remain straight. Attached leg is straight and foot is slightly off floor."
Standing Hip Extension:  Bent-over,standing hip extension,legs,legs,cable,beginner,False,False,True,['gluteus maximus'],['hamstrings'],"['gluteus maximus', 'hamstrings']","['obliques', 'erector spinae', 'quadratus lumborum', 'gluteus medius', 'gluteus minimus']",Pull cable attachment back by extending hip. Return leg to original position and repeat. Continue with opposite leg.,"Attach ankle cuff to low pulley. With cuff on one ankle, grasp ballet bar with both hands and step far back with other foot. Arms remain extended to support body leaning forward. Leg with ankle cuff attached in slightly bent with foot off floor."
Step-up,step-up,legs,legs,cable,intermediate,True,False,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus', 'gastrocnemius (second leg)']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Place foot of first leg on elevated platform. Stand on elevated platform by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to lower position. Repeat first step with opposite leg alternating first steps between legs.,Stand behind elevated platform and low and close pulley cables to sides. Grasp stirrups at each side of platform. Stand upright with arms straight down at sides.
Stiff-leg Deadlift,stiff-leg deadlift,legs,legs,cable,advanced,True,False,False,['gluteus maximus'],"['erector spinae', 'adductor magnus', 'hamstrings']","['erector spinae', 'hamstrings']","['quadriceps', 'trapezius', 'middle', 'rhomboids', 'latissimus dorsi', 'trapezius', 'upper', 'levator scapulae', 'trapezius', 'lower']","Bow forward by bending hips. Bend knees slightly during descent and keep waist straight, flexing low back at bottom. With knees slightly bent, raise torso by extending at waist, then hips, gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.",Stand on elevated platform between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.
Stiff-leg Deadlift:  Straight-back,stiff-leg deadlift,legs,legs,cable,advanced,False,False,True,['gluteus maximus'],"['hamstrings', 'adductor magnus']","['erector spinae', 'hamstrings']","['erector spinae', 'quadriceps', 'trapezius', 'middle', 'rhomboids', 'latissimus dorsi', 'trapezius', 'upper', 'levator scapulae', 'trapezius', 'lower']","With back straight, bow forward by bending hips and bend knees slightly during descent. Raise torso by extending hips while gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.",Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.
Lunge,lunge,legs,legs,dumbbell,intermediate,True,False,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'tibialis anterior', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Lunge forward with first leg. Land on heel then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.,Stand with dumbbells grasped to sides.
Lunge:  Rear Lunge,lunge,legs,legs,dumbbell,intermediate,True,False,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'lower', 'levator scapulae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Stand with dumbbells grasped to sides.
Split Squat,split squat,legs,legs,dumbbell,intermediate,True,True,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'hamstrings']","['erector spinae', 'gluteus medius', 'gluteus minimus']",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Stand with dumbbells grasped to sides. Stand with feet far apart; one foot forward and other foot behind.
Squat,squat,legs,legs,dumbbell,advanced,True,True,False,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'rhomboids']","Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Stand with dumbbells grasped to sides.
Squat:  Front Squat,squat,legs,legs,dumbbell,advanced,True,True,True,['gluteus maximus'],"['quadriceps', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus', 'adductors']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae']","Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Stand with dumbbells grasped to sides. Clean dumbbells up to shoulders so side of each dumbbell rests on top of each shoulder. Balance dumbbells on shoulder by holding on to dumbbells with elbows flaring outward. Position feet shoulder width or slightly narrower apart.
